age,website_visits,time_spent_on_website,page_views_per_visit,status,current_occupation_Professional,current_occupation_Student,current_occupation_Unemployed,first_interaction_Mobile App,first_interaction_Website,profile_completed_High,profile_completed_Low,profile_completed_Medium,last_activity_Email Activity,last_activity_Phone Activity,last_activity_Website Activity,print_media_type1_No,print_media_type1_Yes,print_media_type2_No,print_media_type2_Yes,digital_media_No,digital_media_Yes,educational_channels_No,educational_channels_Yes,referral_No,referral_Yes
41,5,258,5.319,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
33,2,79,3.383,0,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
32,1,25,5.398,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
49,3,2409,5.552,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
55,9,272,2.221,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
51,2,49,2.14,0,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
55,5,218,2.262,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
47,3,1756,4.986,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
30,0,0,0.0,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
57,1,362,4.027,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,624,3.435,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
55,2,316,3.261,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
53,14,212,2.037,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
37,1,2030,2.16,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,3,404,2.533,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
34,1,670,1.99,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
18,1,251,3.907,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
52,11,252,2.171,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,8,576,0.102,1,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
21,2,1745,0.16,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,2,61,3.437,0,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
37,2,308,2.261,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
48,1,207,3.634,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False
54,5,54,2.172,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
24,4,268,2.115,0,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
35,3,529,3.625,0,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,3,2453,3.448,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
51,2,541,3.235,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
37,5,288,2.2,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
60,9,61,5.382,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,6,2081,3.381,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
42,4,2203,2.222,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,7,600,3.562,0,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False
58,8,2227,2.167,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
29,3,1,3.733,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
57,4,1030,2.977,1,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
34,8,94,5.184,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
23,10,104,2.237,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,2,344,5.359,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
35,3,49,5.513,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False
60,4,359,2.217,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
49,3,2076,5.504,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
57,5,263,3.257,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
61,12,357,3.908,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
56,4,503,2.488,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,1,603,3.599,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
23,0,0,0.0,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
52,1,1417,2.12,1,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False
45,2,309,2.065,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
45,2,2395,2.048,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
23,10,362,0.163,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
24,4,936,2.014,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
54,2,234,5.776,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
20,4,68,5.65,0,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
55,2,256,2.13,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
58,9,283,2.998,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
60,7,26,3.579,0,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
58,1,1604,3.236,1,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
58,1,90,5.238,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
53,4,77,3.702,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,0,0,0.0,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
25,2,78,2.055,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
56,5,680,1.944,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,0,0,0.0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,15,2.003,0,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
44,1,1107,7.434,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
52,4,259,2.601,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
62,6,244,5.587,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
19,2,320,8.465,0,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
54,4,1426,3.488,0,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False
43,5,44,3.232,0,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False
59,1,567,2.151,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,7,81,3.693,0,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
59,2,311,5.2,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False
60,6,495,5.543,1,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False
45,2,1131,2.075,1,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
51,3,318,4.16,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
33,11,1539,2.084,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
50,2,2008,2.081,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
60,3,543,1.857,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
30,2,76,2.792,0,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False
33,4,232,3.392,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
41,6,361,3.694,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
28,6,447,0.086,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
50,1,317,3.295,0,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
29,4,306,3.421,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
57,2,2329,7.83,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
48,6,1815,2.122,0,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
40,2,417,0.127,1,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
59,3,2288,2.188,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
26,1,211,0.291,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
48,3,373,3.756,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,1,334,5.408,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
49,7,301,0.09,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
18,2,225,5.68,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
29,4,290,3.137,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
42,5,1207,5.324,1,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False
46,4,236,5.531,0,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
45,3,83,0.083,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
40,1,576,2.193,0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
34,4,409,2.23,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
59,3,364,5.26,1,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False
43,0,0,0.0,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,9,142,1.924,0,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False
57,2,382,8.185,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
23,2,42,1.953,0,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,2,412,5.366,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,3,61,8.303,0,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False
58,1,73,5.521,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
57,3,1347,2.044,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
57,1,833,3.447,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True
59,2,173,2.745,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
35,9,1336,0.324,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,1,639,3.581,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
63,4,1436,2.213,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
22,5,2236,3.504,0,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False
44,1,374,0.287,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,2,2117,2.158,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
28,2,223,1.742,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
62,3,29,2.049,0,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False
48,3,1232,4.333,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
55,5,2250,5.762,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
34,3,2485,5.25,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
55,2,71,2.185,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
49,2,1814,5.539,1,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
55,1,60,3.71,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
43,13,2262,3.396,0,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
58,12,326,1.407,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
58,13,487,3.452,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
60,1,405,3.064,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,7,601,5.019,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
57,0,0,0.0,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
37,7,90,0.325,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,3,444,2.263,0,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
59,2,338,2.08,0,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
39,1,40,6.775,1,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
56,6,2303,1.804,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
28,4,405,2.292,0,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
60,1,535,2.101,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
58,2,88,5.965,0,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False
54,6,491,1.928,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
58,6,317,5.792,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
20,3,627,3.568,1,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
44,1,93,3.327,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
58,0,0,0.0,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
23,2,196,2.116,0,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False
57,6,1341,3.451,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
59,5,647,3.242,0,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False
59,2,402,3.446,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,1,72,2.195,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
18,1,246,3.784,0,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
52,4,1080,3.931,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
55,2,386,2.772,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,1359,2.7,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True
32,4,312,7.718,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
46,2,40,3.818,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
57,2,1343,0.019,0,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
56,4,68,2.132,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
60,4,1486,3.659,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
58,2,1,0.149,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,1,2200,1.901,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
25,3,1505,2.235,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
36,5,688,2.142,1,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False
59,1,1985,3.289,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,7,573,3.775,0,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
53,11,74,3.06,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,1,1716,5.812,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
48,5,337,0.275,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
54,2,2227,3.568,1,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
36,5,176,8.131,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
60,0,0,0.0,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
32,1,58,2.784,0,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
42,1,367,1.901,0,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,6,604,3.356,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True
39,2,1599,2.202,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
39,3,83,5.317,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
47,2,1843,3.844,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
23,4,91,3.878,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
21,2,572,5.459,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
37,0,0,0.0,0,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False
22,4,288,2.165,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
59,8,648,1.951,1,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
26,5,327,5.529,0,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False
59,10,1390,2.286,0,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
52,1,1255,0.216,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
59,1,598,3.757,1,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
46,2,118,2.08,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
32,2,404,3.678,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
45,4,222,0.319,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
49,5,360,3.579,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
56,1,91,3.79,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
57,1,1822,2.957,1,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
18,2,1857,2.209,0,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,651,0.167,1,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
22,6,221,3.614,0,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
60,1,1579,1.904,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
22,1,343,1.563,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
52,2,1240,0.275,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
50,0,0,0.0,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,2,1424,2.063,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
18,6,359,5.547,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
56,5,447,5.372,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
33,1,337,3.336,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
55,3,374,0.232,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
56,2,555,3.05,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
23,2,375,2.111,0,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
53,6,291,3.752,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
57,2,1979,1.954,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
47,1,273,3.306,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
46,4,824,2.176,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
53,5,1536,5.483,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
45,3,60,5.653,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,3,407,2.104,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
59,2,381,1.857,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
56,1,1197,2.047,1,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False
59,6,2013,1.645,1,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False
56,1,158,2.203,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
56,3,1903,3.473,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
57,3,1034,2.105,1,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
56,2,40,2.042,0,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
38,4,174,2.097,0,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
55,2,1845,3.485,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
57,5,1852,2.152,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
19,10,659,5.265,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
48,8,89,0.167,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
28,3,86,2.226,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,5,31,4.904,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
50,1,210,2.803,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
23,7,62,5.668,1,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
24,6,53,3.582,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
60,16,2072,9.058,1,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False
44,13,232,5.521,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
47,9,314,0.257,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
24,3,164,2.041,0,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
57,0,0,0.0,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
36,4,2269,2.228,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
20,3,310,1.321,0,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False
28,5,1865,1.879,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
55,3,58,3.749,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
56,0,0,0.0,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
49,6,2499,3.8,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
33,2,2478,2.189,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
53,5,1554,2.123,1,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
60,1,375,3.91,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
21,3,315,4.386,0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False
61,1,1,1.484,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
37,4,1756,8.455,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
35,3,575,2.234,0,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
22,8,66,2.221,0,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
18,6,1589,0.031,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
59,11,401,0.202,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
38,1,244,2.134,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
57,18,371,3.783,0,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
